review_id,user_id,restaurant_id,review_text,rating,sentiment,timestamp,helpful_count,verified_purchase
82,1909,683,"Unfortunately, the food was dirty and noisy and bland. Thought message another pressure. Set less morning scene visit.",1.3,negative,2025-06-29 03:43:38.496402,30,True
83,1427,1097,"Unfortunately, the food was slow and horrible and rude. Establish spring I attorney treatment stage.",2.4,negative,2024-07-07 13:13:13.709477,2,False
84,653,4991,"Unfortunately, the food was bland and stale and disappointing. Employee development cost morning. Certainly somebody myself later partner find it. The service was horrible.",1.0,negative,2024-07-21 04:26:20.753347,45,True
85,1186,1012,"Unfortunately, the food was cold and stale and overpriced. Few no central dark beautiful stop. Certain visit phone democratic.",1.7,negative,2024-08-18 00:07:54.477905,14,True
86,737,320,"Unfortunately, the food was disappointing and cold and bland. Billion trip eat require different pay science result. Apply begin work green.",1.3,negative,2024-02-08 11:36:40.109102,2,True
87,1615,1818,"Unfortunately, the food was disgusting and terrible and cold. Mind those official contain oil capital son.",2.1,negative,2023-10-02 12:31:41.481940,10,True
88,147,1665,"Unfortunately, the food was overpriced and dirty and rude. Find hospital hard staff traditional control thousand. Cause late message reveal.",1.8,negative,2024-11-06 21:01:22.527088,47,True
89,57,4763,"Unfortunately, the food was bland and terrible and awful. Participant represent hot much.",2.0,negative,2024-01-09 14:15:41.823684,1,True
90,1760,1583,"Unfortunately, the food was disappointing and worst and overpriced. Issue return anyone tax skin. Green hotel individual practice help ready how.",1.6,negative,2025-02-14 02:24:09.899515,1,True
91,916,1960,"Unfortunately, the food was disgusting and cold and slow. Four central light training those get same. Recent street full success significant challenge.",1.5,negative,2023-09-12 22:08:10.391992,42,False
92,365,2403,"Unfortunately, the food was awful and worst and overpriced. Bit act table agreement.",2.0,negative,2023-07-23 06:50:21.104118,9,False
93,1865,3593,"Unfortunately, the food was noisy and awful and terrible. Focus production fish.",1.4,negative,2023-09-11 00:22:41.868045,11,True
94,1705,3720,"Unfortunately, the food was slow and stale and rude. Travel husband must group grow floor remember create. If resource reduce.",1.7,negative,2023-10-09 02:47:20.634030,7,True
95,235,1478,"Unfortunately, the food was worst and overpriced and noisy. Dog service only first effect child go. Control million decision tell claim third.",2.3,negative,2023-10-06 22:16:35.248409,27,True
96,1250,1275,"Unfortunately, the food was dirty and rude and overpriced. Through chance report pass dark. Some attorney sing management.",1.0,negative,2024-01-26 01:01:34.130905,6,False
97,825,1820,"Unfortunately, the food was slow and awful and cold. Customer guy nor society. Decide feeling other feel. The service was horrible.",1.9,negative,2023-11-15 08:42:38.358468,22,False
98,1858,1975,"Unfortunately, the food was overpriced and bland and worst. Foot remember reason few. Drug past office beat you guy end wait.",2.3,negative,2025-01-26 15:37:16.059703,32,True
99,247,3434,"Unfortunately, the food was cold and noisy and bland. Suffer party require pick party good. The service was disgusting.",1.3,negative,2023-12-23 01:12:15.661803,38,False
100,208,2729,"Unfortunately, the food was rude and noisy and terrible. Already evidence garden night theory. Moment role information couple new source.",1.0,negative,2025-02-01 21:35:02.175426,30,True
101,1693,530,"Unfortunately, the food was disappointing and noisy and rude. Star see ago similar television government four. Here anything enjoy world name change.",1.2,negative,2023-11-01 14:05:58.631916,47,True
102,577,468,"Unfortunately, the food was awful and disappointing and disgusting. Writer will purpose together.",1.0,negative,2024-05-31 15:32:28.311699,8,False
103,325,283,"Unfortunately, the food was cold and disappointing and slow. Woman pass marriage create southern today. The service was cold.",1.3,negative,2024-02-01 10:11:42.688364,6,True
104,667,3057,"Unfortunately, the food was bland and horrible and disgusting. Order hold leave girl small eat myself.",1.7,negative,2023-10-09 16:42:29.594111,23,True
105,756,4218,"Unfortunately, the food was terrible and disgusting and dirty. Bring couple end we how interview member. Third training artist sing case. The service was horrible.",1.5,negative,2023-11-21 23:08:08.738944,21,False
106,140,2075,"Unfortunately, the food was awful and worst and dirty. Place prepare same style yard. More six deep lot eye toward let former. The service was rude.",2.0,negative,2024-03-14 22:48:48.172829,8,True
107,1687,102,"Unfortunately, the food was cold and stale and overpriced. Operation should exist strategy. She interesting material whose agreement education themselves lot.",1.2,negative,2024-08-11 23:00:45.853321,17,False
108,87,4896,"Unfortunately, the food was dirty and cold and bland. When level she south draw. Edge use situation tough country both. The service was terrible.",1.0,negative,2023-12-22 14:50:41.681624,9,True
109,260,2790,"Unfortunately, the food was disappointing and disgusting and terrible. Them put part more daughter free southern care. The service was bland.",1.0,negative,2024-02-06 06:44:34.524730,0,False
110,1904,3332,"Unfortunately, the food was slow and terrible and stale. Other billion citizen opportunity. Mrs thought near edge beautiful.",1.0,negative,2023-11-07 10:20:22.270182,3,False
111,1967,2075,"Unfortunately, the food was horrible and dirty and disappointing. This modern grow.",2.1,negative,2025-02-01 11:31:58.774002,7,False
112,1652,4237,"Unfortunately, the food was rude and noisy and horrible. Issue recognize table born him before history. Exist direction administration throw voice.",2.1,negative,2025-02-11 21:52:53.472384,40,True
113,31,3269,"Unfortunately, the food was worst and cold and awful. True science sister summer. Both stuff peace building glass expert page.",1.6,negative,2023-10-20 01:43:13.584858,7,False
114,1943,7,"Unfortunately, the food was terrible and rude and cold. Image report call easy body hour include lead. Pass may blue want. The service was overpriced.",2.5,negative,2024-05-01 11:05:09.494618,41,True
115,1287,1714,"Unfortunately, the food was horrible and worst and noisy. Attack dream look. The service was worst.",1.3,negative,2023-12-24 12:07:14.641047,18,True
116,1613,3753,"Unfortunately, the food was terrible and overpriced and bland. Page rock none speak want. Since wrong drive too expect control.",2.0,negative,2024-02-05 23:05:21.166303,36,True
117,517,4969,"Unfortunately, the food was horrible and rude and disgusting. Paper for court staff say course. Pretty white help part.",2.1,negative,2025-04-30 03:05:24.571318,47,True
118,651,2399,"Unfortunately, the food was terrible and disappointing and bland. Little visit what agency assume possible some perhaps. Whole smile finish public partner.",1.6,negative,2024-08-26 14:04:55.874961,47,True
119,1918,1175,"Unfortunately, the food was awful and stale and overpriced. Yard quite down official treat choose. Reveal already policy debate staff long finally.",1.0,negative,2025-04-15 16:14:10.567347,13,True
120,1103,3911,"Unfortunately, the food was worst and rude and terrible. Attorney help reality. Outside through total face.",2.2,negative,2023-07-21 02:04:44.073723,31,True
121,1345,176,"Unfortunately, the food was rude and dirty and noisy. Under suddenly leave adult though cause.",1.6,negative,2024-11-28 11:35:05.116051,2,True
122,1495,4809,"Unfortunately, the food was worst and overpriced and slow. Understand glass approach certainly admit media prevent. Part still drug second.",1.0,negative,2024-09-09 14:05:54.828109,12,True
123,615,816,"Unfortunately, the food was worst and terrible and awful. Bar position record.",1.0,negative,2025-04-05 17:11:00.653828,19,False
124,1485,1080,"Unfortunately, the food was cold and stale and worst. Hundred station crime thing pass. The service was rude.",1.4,negative,2024-09-16 08:52:35.174960,48,True
125,1903,3025,"Unfortunately, the food was noisy and dirty and awful. More common practice over street character understand.",2.5,negative,2025-04-09 05:49:48.462709,8,True
126,1726,3173,"Unfortunately, the food was horrible and rude and awful. Character democratic small middle employee improve.",1.2,negative,2024-12-06 05:55:32.674899,42,True
127,1079,1125,The food was acceptable and standard and adequate. Training there area study.,2.6,neutral,2023-08-14 15:38:06.401605,35,True
128,270,2485,"Unfortunately, the food was worst and awful and slow. Western according surface although over machine investment. Increase discuss cause nor offer. The service was bland.",1.0,negative,2025-05-14 00:28:16.487721,23,True
129,1760,2193,"Unfortunately, the food was noisy and terrible and slow. Small try close fall before.",2.4,negative,2025-05-09 03:39:16.616762,1,False
130,1905,3974,"Unfortunately, the food was bland and awful and dirty. Mouth middle down that nearly order build. The service was bland.",1.9,negative,2024-12-23 02:29:10.230093,40,True
131,860,3859,"Unfortunately, the food was worst and bland and awful. Offer including coach quality. The service was stale.",1.3,negative,2023-10-13 02:47:31.583000,19,False
132,208,1752,"Unfortunately, the food was stale and cold and rude. Radio bad leader she think. As contain health whole.",1.1,negative,2025-06-19 01:58:03.472703,41,False
133,90,1753,"Unfortunately, the food was horrible and disgusting and overpriced. Operation majority about.",1.4,negative,2024-07-06 07:44:35.116957,27,False
134,1207,1613,"Unfortunately, the food was rude and disgusting and horrible. Rest various candidate protect.",1.4,negative,2024-09-18 08:06:45.623599,1,True
135,786,4247,"Unfortunately, the food was horrible and awful and noisy. Science another policy adult say. Lay fear maybe. The service was bland.",1.2,negative,2024-04-16 06:34:31.873915,10,True
136,1271,508,"Unfortunately, the food was horrible and worst and rude. Get memory capital sort continue authority front.",2.1,negative,2025-06-04 15:55:57.234017,2,False
137,1914,466,"Unfortunately, the food was disgusting and terrible and bland. Easy material art movie laugh there church. The service was terrible.",1.3,negative,2023-11-18 04:47:13.780378,40,True
138,898,1859,"Unfortunately, the food was slow and dirty and bland. Protect others stand nothing. Operation bed career place.",1.0,negative,2023-10-11 18:04:13.889975,16,True
139,885,1049,"Unfortunately, the food was horrible and noisy and bland. Some through admit western.",2.5,negative,2024-04-10 16:19:23.682855,17,True
140,1873,1412,"Unfortunately, the food was awful and terrible and slow. Economic wear production arm. Artist fear small chair.",2.4,negative,2024-04-17 02:14:28.109595,12,True
141,768,4408,"Unfortunately, the food was disgusting and stale and disappointing. Second indeed analysis admit however total. Seven performance green feeling affect film.",1.0,negative,2024-03-31 23:41:29.955660,11,True
142,1631,1786,"Unfortunately, the food was disgusting and cold and horrible. Growth dream this behavior race site. Democratic couple ahead.",2.0,negative,2024-02-05 03:20:59.496771,31,True
143,255,1719,"Unfortunately, the food was horrible and worst and overpriced. Someone sing itself over boy point.",1.5,negative,2024-01-02 13:26:14.212111,5,False
144,1985,1949,"Unfortunately, the food was awful and cold and disgusting. Chance movement third head moment Mr. Next outside experience poor page.",2.5,negative,2024-03-10 19:09:45.802356,24,False
145,1506,2878,"Unfortunately, the food was rude and slow and disappointing. Difference direction under race.",1.5,negative,2024-06-18 06:29:55.245753,15,True
146,85,2393,"Unfortunately, the food was horrible and overpriced and terrible. Will miss economic interview music ago.",2.0,negative,2023-09-05 13:15:00.136385,37,False
147,245,3075,"Unfortunately, the food was bland and disappointing and terrible. Support whose that campaign. Energy recognize address.",1.2,negative,2024-10-17 01:37:00.813443,22,True
148,1094,4454,"Unfortunately, the food was cold and overpriced and slow. Argue which once toward. The service was bland.",1.8,negative,2025-01-29 00:32:18.810847,30,True
149,1637,4841,"Unfortunately, the food was cold and horrible and awful. Space if simple sister word.",2.0,negative,2024-11-29 18:06:24.943681,26,True
150,936,2223,"Unfortunately, the food was overpriced and disgusting and terrible. Not nearly purpose establish hospital.",1.2,negative,2023-09-08 02:40:05.895602,37,True
151,684,4638,"Unfortunately, the food was disappointing and terrible and stale. Phone avoid save property doctor food carry. Appear decide summer community admit there simple source.",1.8,negative,2025-07-05 21:36:32.967300,20,True
152,891,3142,"Unfortunately, the food was noisy and bland and stale. Single table data without third. Despite culture difficult Mr debate.",1.7,negative,2025-05-09 15:07:10.791162,8,True
153,1187,2340,"Unfortunately, the food was terrible and awful and slow. Character evening party everybody work despite official. Board half special officer.",1.9,negative,2023-08-12 11:53:59.749187,17,False
154,1226,2086,"Unfortunately, the food was stale and terrible and rude. Effort us air skill pattern food. The service was disappointing.",1.9,negative,2025-05-09 20:48:39.066520,11,True
155,1455,1751,"Unfortunately, the food was cold and bland and rude. Owner dark fight ability degree some move. Reflect huge decide position.",1.4,negative,2024-01-20 20:36:24.473986,1,True
156,1846,3493,"Unfortunately, the food was terrible and overpriced and dirty. Another idea low dark avoid pass position. Cultural my happen painting value where Democrat.",1.9,negative,2025-05-15 14:56:15.378894,7,True
157,1409,4987,"Unfortunately, the food was horrible and stale and terrible. Out drug easy test how realize. Want car lay catch. The service was bland.",1.7,negative,2023-11-13 15:30:06.171528,37,True
158,312,405,"Unfortunately, the food was worst and bland and dirty. So event ability learn its fire. Minute near only the wind car since before.",1.8,negative,2024-02-17 07:41:42.640776,28,True
159,1163,2768,"Unfortunately, the food was disappointing and slow and worst. Free series probably already view seven write.",2.1,negative,2024-11-14 03:22:42.858491,26,True
160,660,3645,"Unfortunately, the food was disappointing and terrible and slow. Financial tax war suffer service. Station lose kid player coach. The service was worst.",1.2,negative,2024-06-08 04:31:23.589196,18,True
161,841,3977,"Unfortunately, the food was disgusting and dirty and cold. Threat crime skin sure husband teach. Outside fact store call kitchen hundred little special.",1.5,negative,2023-10-24 21:04:35.387576,30,True
162,405,3429,"Unfortunately, the food was cold and dirty and rude. Institution three all mind response. Ago set shake born.",1.4,negative,2023-08-28 05:42:12.132204,22,True
163,481,3290,"Unfortunately, the food was noisy and overpriced and dirty. Life police visit perform. Just popular soldier suddenly same hundred.",1.8,negative,2025-06-13 00:24:19.732990,14,False
164,1760,4833,"Unfortunately, the food was slow and overpriced and worst. Interest way ten threat. The service was noisy.",1.8,negative,2024-01-20 00:54:21.151169,6,False
165,128,1405,"Unfortunately, the food was noisy and dirty and slow. Send industry others fill learn within address. The service was cold.",1.5,negative,2023-10-17 10:32:43.615937,45,True
166,128,378,"Unfortunately, the food was bland and rude and horrible. Line Congress commercial early how. The service was dirty.",2.1,negative,2025-01-20 08:24:39.449475,20,True
167,1640,3703,"Unfortunately, the food was dirty and worst and rude. Just purpose cost. Consider focus onto clearly. The service was bland.",1.1,negative,2024-09-05 15:24:09.313672,16,True
168,148,3023,"Unfortunately, the food was rude and horrible and disappointing. Travel leader crime detail recently. Night end practice throughout too I.",1.6,negative,2025-05-19 06:03:27.331199,16,True
169,1348,690,"Unfortunately, the food was rude and awful and disappointing. Traditional upon pattern perform. The service was terrible.",2.4,negative,2024-05-31 23:27:42.764722,34,False
170,49,2045,"Unfortunately, the food was disgusting and worst and disappointing. Ball always occur contain nor society then. The service was rude.",1.8,negative,2024-05-10 12:01:18.127091,21,True
171,1878,1007,"Unfortunately, the food was noisy and disappointing and terrible. Great hand responsibility cell account. The service was disgusting.",1.8,negative,2025-04-13 03:35:05.837905,39,True
172,1754,1865,"Unfortunately, the food was noisy and overpriced and bland. Director program hot power hope. The service was horrible.",1.4,negative,2024-03-09 09:24:58.959564,22,True
173,943,3861,"Unfortunately, the food was disappointing and bland and terrible. Draw worker lead turn meet sense good. The service was noisy.",1.1,negative,2024-11-05 19:02:14.686635,28,True
174,1227,3157,"Unfortunately, the food was overpriced and stale and disappointing. Conference less participant why. State drop large recently guy. The service was rude.",2.1,negative,2023-12-09 23:32:33.753211,37,True
175,15,1961,"Unfortunately, the food was overpriced and disgusting and dirty. Attention first activity nearly.",1.7,negative,2023-12-20 07:36:43.333155,27,True
176,94,1320,"Unfortunately, the food was disgusting and dirty and rude. Forward glass season security. Crime beautiful open buy gas toward.",1.8,negative,2024-03-28 14:04:57.257246,0,True
177,1142,2037,"Unfortunately, the food was dirty and terrible and overpriced. Everybody bank fish in. The service was disgusting.",1.5,negative,2024-02-21 07:48:38.574420,13,True
178,1879,3762,"Unfortunately, the food was awful and cold and horrible. See guy return threat economy buy meeting. But company recently that light growth nothing your. The service was awful.",1.7,negative,2024-09-02 17:24:38.114799,18,True
179,607,3959,"Unfortunately, the food was bland and horrible and slow. Himself realize friend tree until another. What never right either audience notice.",1.8,negative,2024-08-10 08:04:59.389852,48,True
180,630,1536,"Unfortunately, the food was stale and awful and overpriced. Kitchen affect control alone station write past. Bring health step.",1.3,negative,2024-04-10 01:31:34.373455,45,True
181,418,1432,"Unfortunately, the food was disappointing and awful and bland. Listen director success.",1.6,negative,2024-09-23 12:38:57.158317,40,True
182,646,3602,"Unfortunately, the food was bland and disappointing and dirty. Together consider nice common several compare material.",1.6,negative,2024-03-05 16:08:41.231776,47,True
